"model","iterations","Parameter","metric","species","value"
"VSEDetectMisclass",18,"alpha0","RMSE","1","1.56955876140783"
"naive",19,"alpha0","RMSE","1","NaN"
"VSE",19,"alpha0","RMSE","1","25.0150991854006"
"Detect",19,"alpha0","RMSE","1","NaN"
"VSEDetect",19,"alpha0","RMSE","1","22.1505071792754"
"VSEDetectMisclass",19,"alpha0","RMSE","1","2.16716759162974"
"naive",20,"alpha0","RMSE","1","NaN"
"VSE",20,"alpha0","RMSE","1","20051.8189898464"
"Detect",20,"alpha0","RMSE","1","NaN"
"VSEDetect",20,"alpha0","RMSE","1","21.648274263928"
"VSEDetectMisclass",20,"alpha0","RMSE","1","1.46595487827083"
"naive",21,"alpha0","RMSE","1","NaN"
"VSE",21,"alpha0","RMSE","1","33.6889708867352"
"Detect",21,"alpha0","RMSE","1","NaN"
"VSEDetect",21,"alpha0","RMSE","1","6.84225892124975"
"VSEDetectMisclass",21,"alpha0","RMSE","1","6.16728278373266"
"naive",22,"alpha0","RMSE","1","NaN"
"VSE",22,"alpha0","RMSE","1","8.56314737525804"
"Detect",22,"alpha0","RMSE","1","NaN"
"VSEDetect",22,"alpha0","RMSE","1","22.0458307435691"
"VSEDetectMisclass",22,"alpha0","RMSE","1","3.09561605477956"
"naive",23,"alpha0","RMSE","1","NaN"
"VSE",23,"alpha0","RMSE","1","35.3106726103188"
"Detect",23,"alpha0","RMSE","1","NaN"
"VSEDetect",23,"alpha0","RMSE","1","6.87405515022739"
"VSEDetectMisclass",23,"alpha0","RMSE","1","1.08778583700393"
"naive",24,"alpha0","RMSE","1","NaN"
"VSE",24,"alpha0","RMSE","1","21.5714516811105"
"Detect",24,"alpha0","RMSE","1","NaN"
"VSEDetect",24,"alpha0","RMSE","1","6.88505863785144"
"VSEDetectMisclass",24,"alpha0","RMSE","1","2.60628369877927"
"naive",25,"alpha0","RMSE","1","NaN"
"VSE",25,"alpha0","RMSE","1","22.040067043458"
"Detect",25,"alpha0","RMSE","1","NaN"
"VSEDetect",25,"alpha0","RMSE","1","6.94188833750496"
"VSEDetectMisclass",25,"alpha0","RMSE","1","2.24870939578096"
"naive",26,"alpha0","RMSE","1","NaN"
"VSE",26,"alpha0","RMSE","1","8.4002322823638"
"Detect",26,"alpha0","RMSE","1","NaN"
"VSEDetect",26,"alpha0","RMSE","1","21.6151104958281"
"VSEDetectMisclass",26,"alpha0","RMSE","1","1.69109775505504"
"naive",27,"alpha0","RMSE","1","NaN"
"VSE",27,"alpha0","RMSE","1","22.2378858957365"
"Detect",27,"alpha0","RMSE","1","NaN"
"VSEDetect",27,"alpha0","RMSE","1","22.4487550859207"
"VSEDetectMisclass",27,"alpha0","RMSE","1","5.04446752324775"
"naive",28,"alpha0","RMSE","1","NaN"
"VSE",28,"alpha0","RMSE","1","21.6142681114484"
"Detect",28,"alpha0","RMSE","1","NaN"
"VSEDetect",28,"alpha0","RMSE","1","22.2750733054602"
"VSEDetectMisclass",28,"alpha0","RMSE","1","14.7957226933691"
"naive",29,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",29,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",29,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",29,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",29,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",30,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",30,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",30,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",30,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",30,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",31,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",31,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",31,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",31,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",31,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",32,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",32,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",32,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",32,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",32,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",33,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",33,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",33,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",33,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",33,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",34,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",34,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",34,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",34,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",34,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",35,"alpha0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",35,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",35,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",35,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",35,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",36,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",36,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",36,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",36,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",36,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",37,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",37,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",37,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",37,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",37,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",38,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",38,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",38,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",38,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",38,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",39,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",39,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",39,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",39,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",39,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",40,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",40,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",40,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",40,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",40,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",41,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",41,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",41,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",41,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",41,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",42,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",42,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",42,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",42,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",42,"alpha0","RMSE","1","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",1,"alpha1","Bias","1","NaN"
"VSE",1,"alpha1","Bias","1","-14.24619526901"
"Detect",1,"alpha1","Bias","1","NaN"
"VSEDetect",1,"alpha1","Bias","1","-1.00449868164264"
"VSEDetectMisclass",1,"alpha1","Bias","1","-4.55886492461168"
"naive",2,"alpha1","Bias","1","NaN"
"VSE",2,"alpha1","Bias","1","-9022.58186984431"
"Detect",2,"alpha1","Bias","1","NaN"
"VSEDetect",2,"alpha1","Bias","1","2.59715689159868"
"VSEDetectMisclass",2,"alpha1","Bias","1","-2.49457889125662"
"naive",3,"alpha1","Bias","1","NaN"
"VSE",3,"alpha1","Bias","1","-21032.9969186018"
"Detect",3,"alpha1","Bias","1","NaN"
"VSEDetect",3,"alpha1","Bias","1","3.39909833721462"
"VSEDetectMisclass",3,"alpha1","Bias","1","-1.07734423377384"
"naive",4,"alpha1","Bias","1","NaN"
"VSE",4,"alpha1","Bias","1","7.36325196812022"
"Detect",4,"alpha1","Bias","1","NaN"
"VSEDetect",4,"alpha1","Bias","1","2.61471304822153"
"VSEDetectMisclass",4,"alpha1","Bias","1","-3.72916792695542"
"naive",5,"alpha1","Bias","1","NaN"
"VSE",5,"alpha1","Bias","1","14195.0518798364"
"Detect",5,"alpha1","Bias","1","NaN"
"VSEDetect",5,"alpha1","Bias","1","2.60984423201579"
"VSEDetectMisclass",5,"alpha1","Bias","1","0.407973246498138"
"naive",6,"alpha1","Bias","1","NaN"
"VSE",6,"alpha1","Bias","1","8001.33518441054"
"Detect",6,"alpha1","Bias","1","NaN"
"VSEDetect",6,"alpha1","Bias","1","2.57848821155064"
"VSEDetectMisclass",6,"alpha1","Bias","1","-0.659879205744867"
"naive",7,"alpha1","Bias","1","NaN"
"VSE",7,"alpha1","Bias","1","-0.664558725341344"
"Detect",7,"alpha1","Bias","1","NaN"
"VSEDetect",7,"alpha1","Bias","1","3.31933991271166"
"VSEDetectMisclass",7,"alpha1","Bias","1","2.03146046699417"
"naive",8,"alpha1","Bias","1","NaN"
"VSE",8,"alpha1","Bias","1","-12.3375955320743"
"Detect",8,"alpha1","Bias","1","NaN"
"VSEDetect",8,"alpha1","Bias","1","2.67027381322312"
"VSEDetectMisclass",8,"alpha1","Bias","1","0.104133487013952"
"naive",9,"alpha1","Bias","1","NaN"
"VSE",9,"alpha1","Bias","1","-10.252156370328"
"Detect",9,"alpha1","Bias","1","NaN"
"VSEDetect",9,"alpha1","Bias","1","3.31927097358897"
"VSEDetectMisclass",9,"alpha1","Bias","1","-1.23160445283122"
"naive",10,"alpha1","Bias","1","NaN"
"VSE",10,"alpha1","Bias","1","-11.7518483884866"
"Detect",10,"alpha1","Bias","1","NaN"
"VSEDetect",10,"alpha1","Bias","1","2.61914631700977"
"VSEDetectMisclass",10,"alpha1","Bias","1","-2.55201831305682"
"naive",11,"alpha1","Bias","1","NaN"
"VSE",11,"alpha1","Bias","1","-6.46485645601476"
"Detect",11,"alpha1","Bias","1","NaN"
"VSEDetect",11,"alpha1","Bias","1","3.21897907713482"
"VSEDetectMisclass",11,"alpha1","Bias","1","-0.0647093315966854"
"naive",12,"alpha1","Bias","1","NaN"
"VSE",12,"alpha1","Bias","1","-26894.5356363264"
"Detect",12,"alpha1","Bias","1","NaN"
"VSEDetect",12,"alpha1","Bias","1","2.60927032311155"
"VSEDetectMisclass",12,"alpha1","Bias","1","-3.2759731498098"
"naive",13,"alpha1","Bias","1","NaN"
"VSE",13,"alpha1","Bias","1","-15556.2018272564"
"Detect",13,"alpha1","Bias","1","NaN"
"VSEDetect",13,"alpha1","Bias","1","3.3628432433873"
"VSEDetectMisclass",13,"alpha1","Bias","1","-0.629829547284679"
"naive",14,"alpha1","Bias","1","NaN"
"VSE",14,"alpha1","Bias","1","-8.96559918658805"
"Detect",14,"alpha1","Bias","1","NaN"
"VSEDetect",14,"alpha1","Bias","1","3.3057611218556"
"VSEDetectMisclass",14,"alpha1","Bias","1","-1.96014209746418"
"naive",15,"alpha1","Bias","1","NaN"
"VSE",15,"alpha1","Bias","1","5.56953591724305"
"Detect",15,"alpha1","Bias","1","NaN"
"VSEDetect",15,"alpha1","Bias","1","2.63579980117121"
"VSEDetectMisclass",15,"alpha1","Bias","1","-0.0860827892691683"
"naive",16,"alpha1","Bias","1","NaN"
"VSE",16,"alpha1","Bias","1","-9389.96335738799"
"Detect",16,"alpha1","Bias","1","NaN"
"VSEDetect",16,"alpha1","Bias","1","2.61320564598676"
"VSEDetectMisclass",16,"alpha1","Bias","1","1.42924777561075"
"naive",17,"alpha1","Bias","1","NaN"
"VSE",17,"alpha1","Bias","1","-29333.8614912495"
"Detect",17,"alpha1","Bias","1","NaN"
"VSEDetect",17,"alpha1","Bias","1","3.38798334489261"
"VSEDetectMisclass",17,"alpha1","Bias","1","-0.6781375503161"
"naive",18,"alpha1","Bias","1","NaN"
"VSE",18,"alpha1","Bias","1","-8.27101446466651"
"Detect",18,"alpha1","Bias","1","NaN"
"VSEDetect",18,"alpha1","Bias","1","3.31990146792796"
"VSEDetectMisclass",18,"alpha1","Bias","1","0.0206659577071041"
"naive",19,"alpha1","Bias","1","NaN"
"VSE",19,"alpha1","Bias","1","-6.67241456535773"
"Detect",19,"alpha1","Bias","1","NaN"
"VSEDetect",19,"alpha1","Bias","1","3.3001260629306"
"VSEDetectMisclass",19,"alpha1","Bias","1","0.64800590964146"
"naive",20,"alpha1","Bias","1","NaN"
"VSE",20,"alpha1","Bias","1","-14559.7853076904"
"Detect",20,"alpha1","Bias","1","NaN"
"VSEDetect",20,"alpha1","Bias","1","3.33330158512517"
"VSEDetectMisclass",20,"alpha1","Bias","1","-0.0257345032579589"
"naive",21,"alpha1","Bias","1","NaN"
"VSE",21,"alpha1","Bias","1","2.01767564628943"
"Detect",21,"alpha1","Bias","1","NaN"
"VSEDetect",21,"alpha1","Bias","1","2.61827034916959"
"VSEDetectMisclass",21,"alpha1","Bias","1","2.41761239557044"
"naive",22,"alpha1","Bias","1","NaN"
"VSE",22,"alpha1","Bias","1","2.80787692872196"
"Detect",22,"alpha1","Bias","1","NaN"
"VSEDetect",22,"alpha1","Bias","1","3.39899357429247"
"VSEDetectMisclass",22,"alpha1","Bias","1","1.4432898369166"
"naive",23,"alpha1","Bias","1","NaN"
"VSE",23,"alpha1","Bias","1","1.83792590607408"
"Detect",23,"alpha1","Bias","1","NaN"
"VSEDetect",23,"alpha1","Bias","1","2.60967274689915"
"VSEDetectMisclass",23,"alpha1","Bias","1","-0.642618820523224"
"naive",24,"alpha1","Bias","1","NaN"
"VSE",24,"alpha1","Bias","1","3.35585591254422"
"Detect",24,"alpha1","Bias","1","NaN"
"VSEDetect",24,"alpha1","Bias","1","2.60008918106805"
"VSEDetectMisclass",24,"alpha1","Bias","1","-1.57272076242244"
"naive",25,"alpha1","Bias","1","NaN"
"VSE",25,"alpha1","Bias","1","3.27737414715387"
"Detect",25,"alpha1","Bias","1","NaN"
"VSEDetect",25,"alpha1","Bias","1","2.61210226021612"
"VSEDetectMisclass",25,"alpha1","Bias","1","0.88737764475339"
"naive",26,"alpha1","Bias","1","NaN"
"VSE",26,"alpha1","Bias","1","2.76531561029574"
"Detect",26,"alpha1","Bias","1","NaN"
"VSEDetect",26,"alpha1","Bias","1","3.2677868524901"
"VSEDetectMisclass",26,"alpha1","Bias","1","-0.755557185439146"
"naive",27,"alpha1","Bias","1","NaN"
"VSE",27,"alpha1","Bias","1","3.327366824793"
"Detect",27,"alpha1","Bias","1","NaN"
"VSEDetect",27,"alpha1","Bias","1","3.31944196309135"
"VSEDetectMisclass",27,"alpha1","Bias","1","-3.13951715725125"
"naive",28,"alpha1","Bias","1","NaN"
"VSE",28,"alpha1","Bias","1","3.3993083619738"
"Detect",28,"alpha1","Bias","1","NaN"
"VSEDetect",28,"alpha1","Bias","1","3.26845973215689"
"VSEDetectMisclass",28,"alpha1","Bias","1","-4.49040321930383"
"naive",29,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",29,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",29,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",29,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",29,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",30,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",30,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",30,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",30,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",30,"alpha1","Bias","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
